;data;codice_spira;00:00-01:00;01:00-02:00;02:00-03:00;03:00-04:00;04:00-05:00;05:00-06:00;06:00-07:00;07:00-08:00;08:00-09:00;09:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00;id_uni;Livello;tipologia;codice;codice arco;codice via;Nome via;Nodo da;Nodo a;ordinanza;stato;codimpsem;direzione;angolo;longitudine;latitudine;geopoint;ID_univoco_stazione_spira;giorno settimana
1313;05/02/2024;3.7 2.38 4 1;100;39;25;16;28;74;173;487;510;512;492;498;477;524;460;483;562;633;655;553;341;237;238;218;388;1;spira;141;5096;54950;VIALE ANTONIO SILVANI;10158;16697;4000/343434;A;147;SO;126;113.322.047.011.224;445.021.303.998.721;44.5021303998721, 11.3322047011224;660;Lunedì
1459;06/02/2024;0.127 2.73 6 1;46;17;5;8;17;27;78;275;302;242;225;216;197;204;226;218;263;255;254;221;130;87;81;80;202;1;spira;595;236;4450;VIA IRMA BANDIERA;15417;4598;4000/343434;A;41;N;338;113.124.430.502.643;444.916.097.902.182;44.4916097902182, 11.3124430502643;81;Martedì
1562;06/02/2024;2.2 2.2 8 1;81;34;26;12;38;94;213;722;908;739;568;543;586;510;598;613;686;646;743;616;462;218;217;193;791;1;spira;1136;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;347;113.022.424.841.515;444.920.804.779.848;44.4920804779848, 11.3022424841515;434;Martedì
1565;06/02/2024;2.2 2.8 8 1;81;37;14;18;34;91;234;880;1147;803;573;667;703;623;660;675;818;866;1007;864;558;236;244;180;102;1;spira;84;211;18000;VIA ANDREA COSTA;4574;4577;4000/343434;A;335;NE;279;113.037.697.479.955;444.929.234.732.667;44.4929234732667, 11.3037697479955;439;Martedì
1572;06/02/2024;2.9 2.10 8 1;92;38;12;13;41;78;218;616;754;643;888;4002;4482;4209;3802;3349;3811;694;2180;641;519;293;252;179;163;1;spira;550;364;18000;VIA ANDREA COSTA;4621;4696;4000/343434;A;299;E;280;113.198.132.852.758;444.953.074.040.538;44.4953074040538, 11.3198132852758;515;Martedì
1573;06/02/2024;2.9 2.20 6 1;8;2;3;2;2;7;11;161;214;65;42;58;58;50;53;57;51;54;86;69;52;28;23;24;164;1;spira;551;7291;18600;VIA DELLA CROCETTA;4678;14760;4000/343434;A;298;N;354;113.184.727.885.428;444.953.746.950.273;44.4953746950273, 11.3184727885428;516;Martedì
1581;06/02/2024;2.18 0.127 4 1;167;69;26;27;61;150;305;1268;1683;1128;921;951;927;970;1089;1011;1318;1331;1400;1081;621;348;292;252;171;1;spira;562;2633;25430;VIALE M. KARAMCHAND GANDHI;4568;8763;4000/343434;A;25;O;70;113.087.294.098.062;444.991.747.026.869;44.4991747026869, 11.3087294098062;418;Martedì
1589;06/02/2024;2.21 2.35 8 1;223;122;60;65;132;170;553;2043;2611;2148;1720;1490;1436;1620;1778;1667;1870;1972;1862;1652;1230;612;507;477;353;1;spira;100;7573;61550;VIALE GIOVANNI VICINI;16680;15305;4000/343434;A;22;N;14;113.276.196.333.253;444.972.874.200.715;44.4972874200715, 11.3276196333253;443;Martedì
1593;06/02/2024;2.28 0.127 6 1;12;2;4;2;7;9;7;43;62;66;77;76;92;64;70;52;97;128;98;86;69;27;25;20;301;2;spira;41;2612;21400;VIA EMILIA PONENTE;8742;8739;;A;14;E;75;112.969.389.020.555;445.088.642.358.691;44.5088642358691, 11.2969389020555;457;Martedì
1594;06/02/2024;2.28 2.29 8 1;415;211;151;148;192;116;223;369;522;419;400;432;431;412;448;433;476;503;481;359;267;198;242;223;302;1;spira;42;2605;21400;VIA EMILIA PONENTE;8744;8738;4000/343434;A;14;E;260;112.980.846.229.246;445.085.832.490.053;44.5085832490053, 11.2980846229246;458;Martedì
1595;06/02/2024;2.29 2.30 8 1;296;138;100;103;138;80;161;356;554;440;403;426;370;290;372;371;504;598;449;311;269;154;204;152;298;1;spira;38;2667;21400;VIA EMILIA PONENTE;8803;8796;4000/343434;A;15;E;250;113.045.448.702.598;445.071.858.270.783;44.5071858270783, 11.3045448702598;462;Martedì
1596;06/02/2024;2.30 0.127 2 1;409;235;96;72;136;273;545;1624;2026;1626;1539;1598;1620;1680;1811;1837;1989;2117;2195;1799;1315;756;857;1237;188;1;spira;580;6122;45190;VIALE SANDRO PERTINI;13345;13882;4000/343434;A;16;S;157;11.309.082.303.102;445.053.154.347.885;44.5053154347885, 11.309082303102;466;Martedì
1597;06/02/2024;2.30 2.31 8 1;43;34;8;21;41;27;34;81;86;78;88;62;59;55;57;57;79;75;69;51;39;23;17;25;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Martedì
1741;07/02/2024;0.127 2.9 6 1;16;6;5;3;2;5;21;84;105;65;58;65;63;60;57;61;88;103;119;121;70;24;30;26;162;1;spira;549;3776;60200;VIA LUIGI VALERIANI;13075;4621;4000/343434;A;299;N;342;113.195.970.141.409;444.951.731.390.054;44.4951731390054, 11.3195970141409;99;Mercoledì
1745;07/02/2024;0.127 2.18 10 2;4;3;2;1;1;8;26;25;31;48;49;60;45;35;50;54;67;50;37;63;23;16;15;5;941;2;spira;1148;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;;251;113.094.985.934.965;444.988.573.896.583;44.4988573896583, 11.3094985934965;37;Mercoledì
1752;07/02/2024;0.127 2.30 2 1;470;151;88;60;73;183;277;831;1000;896;789;801;835;880;926;951;1241;1231;1198;952;607;369;332;321;294;1;spira;34;9183;47900;VIA PRATI DI CAPRARA;16946;13345;4000/343434;A;16;S;161;113.094.463.610.492;445.059.291.474.411;44.5059291474411, 11.3094463610492;52;Mercoledì
1754;07/02/2024;0.127 2.33 10 1;168;54;42;11;25;58;151;487;618;448;414;410;393;417;504;484;564;671;661;531;379;229;218;205;945;2;spira;1044;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;SO;158;113.216.426.062.022;445.012.616.462.669;44.5012616462669, 11.3216426062022;61;Mercoledì
1845;07/02/2024;1.9 0.127 6 1;13;8;1;2;3;9;30;57;87;72;56;71;63;80;72;74;73;76;78;84;55;31;21;28;534;1;spira;515;2881;22100;VIA S.FELICE;13540;15635;4000/343434;A;294;NO;65;113.307.270.636.654;444.980.414.260.355;44.4980414260355, 11.3307270636654;394;Mercoledì
1853;07/02/2024;2.2 2.8 8 1;69;29;19;14;36;77;272;889;1024;796;659;622;705;634;676;629;906;992;1054;878;533;286;232;180;102;1;spira;84;211;18000;VIA ANDREA COSTA;4574;4577;4000/343434;A;335;NE;279;113.037.697.479.955;444.929.234.732.667;44.4929234732667, 11.3037697479955;439;Mercoledì
1860;07/02/2024;2.8 0.127 8 1;69;30;20;16;31;61;234;807;863;675;543;561;558;500;570;559;678;720;771;680;411;260;218;189;97;1;spira;78;256;18000;VIA ANDREA COSTA;4571;4596;4000/343434;A;38;E;270;113.110.304.555.682;444.939.849.418.073;44.4939849418073, 11.3110304555682;504;Mercoledì
1861;07/02/2024;2.9 2.10 8 1;76;43;22;16;34;67;240;593;793;669;600;610;651;564;629;593;640;763;743;743;4329;4571;4464;4789;163;1;spira;550;364;18000;VIA ANDREA COSTA;4621;4696;4000/343434;A;299;E;280;113.198.132.852.758;444.953.074.040.538;44.4953074040538, 11.3198132852758;515;Mercoledì
1873;07/02/2024;2.30 0.127 6 1;189;65;56;51;81;193;708;1837;1838;1370;1230;1262;1315;1185;1259;1150;1348;1661;1550;1245;840;489;370;321;187;1;spira;579;9147;47900;VIA PRATI DI CAPRARA;13344;16937;4000/343434;A;16;N;341;113.095.630.279.905;445.058.710.102.678;44.5058710102678, 11.3095630279905;467;Mercoledì
1874;07/02/2024;2.30 2.29 4 1;55;19;14;7;14;37;77;129;251;257;219;265;246;262;231;269;268;273;267;296;198;81;91;76;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Mercoledì
1877;07/02/2024;2.33 0.127 6 1;40;17;9;7;14;33;124;472;622;369;278;234;260;282;316;259;322;379;423;325;223;146;97;84;194;1;spira;587;7235;34000;VIA INNOCENZO MALVASIA;8839;14721;4000/343434;A;19;N;338;113.218.017.649.932;445.013.661.662.167;44.5013661662167, 11.3218017649932;477;Mercoledì
2019;08/02/2024;0.127 2.8 4 1;44;28;8;8;5;27;71;164;297;245;238;238;253;240;220;218;289;296;326;295;196;115;91;71;597;1;spira;546;256;18000;VIA ANDREA COSTA;4596;4571;4000/343434;A;38;O;109;113.112.243.441.924;44.494.098.107.005;44.494098107005, 11.3112243441924;83;Giovedì
2022;08/02/2024;0.127 2.18 8 1;223;97;35;28;74;216;650;1923;1973;1736;1384;1350;1395;1478;1528;1594;1739;2068;2067;1888;1237;654;532;438;95;1;spira;75;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;E;250;113.086.826.273.458;444.990.522.268.361;44.4990522268361, 11.3086826273458;34;Giovedì
2024;08/02/2024;0.127 2.18 10 2;5;2;4;4;1;9;19;21;32;51;58;57;43;35;52;63;88;45;57;65;44;20;13;4;941;2;spira;1148;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;;251;113.094.985.934.965;444.988.573.896.583;44.4988573896583, 11.3094985934965;37;Giovedì
2029;08/02/2024;0.127 2.30 6 1;105;46;27;26;53;127;541;1054;1038;976;797;816;838;869;828;870;993;1220;1083;889;572;370;292;233;296;2;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;53;Giovedì
2034;08/02/2024;0.127 2.73 6 1;43;17;5;13;10;23;66;281;265;241;249;238;227;213;201;225;273;274;276;236;218;101;137;122;202;1;spira;595;236;4450;VIA IRMA BANDIERA;15417;4598;4000/343434;A;41;N;338;113.124.430.502.643;444.916.097.902.182;44.4916097902182, 11.3124430502643;81;Giovedì
2136;08/02/2024;2.2 2.8 8 1;85;30;20;15;38;83;269;954;1148;862;730;727;725;593;688;730;835;911;982;911;566;373;257;207;102;1;spira;84;211;18000;VIA ANDREA COSTA;4574;4577;4000/343434;A;335;NE;279;113.037.697.479.955;444.929.234.732.667;44.4929234732667, 11.3037697479955;439;Giovedì
2142;08/02/2024;2.6 2.10 6 1;186;63;43;31;34;67;247;1258;1620;1327;979;995;994;1143;1108;1005;1206;1249;1237;1188;732;390;326;329;592;1;spira;541;8712;44950;VIALE CARLO PEPOLI;16659;16665;4000/343434;A;49;N;15;113.295.725.650.354;444.912.436.304.454;44.4912436304454, 11.3295725650354;499;Giovedì
2144;08/02/2024;2.8 2.2 4 1;62;36;17;13;7;35;110;362;634;376;361;390;344;415;408;399;492;539;583;548;310;162;148;120;511;1;spira;866;4215;18000;VIA ANDREA COSTA;4571;4572;4000/343434;A;38;O;90;113.103.052.985.972;444.939.477.458.512;44.4939477458512, 11.3103052985972;505;Giovedì
2152;08/02/2024;2.19 2.19 2 1;36;19;2;4;7;25;57;292;539;295;216;221;222;254;264;267;321;404;423;294;188;93;68;67;360;1;spira;108;357;57650;VIA DEL TIMAVO;4701;4680;4000/343434;A;24;S;160;113.167.288.638.096;44.498.596.866.165;44.498596866165, 11.3167288638096;424;Giovedì
2155;08/02/2024;2.19 2.32 6 1;29;11;3;4;2;8;33;136;187;102;130;123;135;115;135;127;154;179;160;134;104;93;54;40;358;1;spira;106;2699;57650;VIA DEL TIMAVO;4701;8812;4000/343434;A;24;N;338;113.170.094.340.646;444.988.944.328.703;44.4988944328703, 11.3170094340646;430;Giovedì
2157;08/02/2024;2.21 2.35 8 1;302;114;59;41;92;186;545;2048;2553;2066;1629;1573;1494;1677;1705;1752;1902;2010;2038;1869;1253;733;571;527;353;1;spira;100;7573;61550;VIALE GIOVANNI VICINI;16680;15305;4000/343434;A;22;N;14;113.276.196.333.253;444.972.874.200.715;44.4972874200715, 11.3276196333253;443;Giovedì
2160;08/02/2024;2.28 2.29 8 1;82;32;17;25;77;92;188;390;474;423;476;397;391;376;431;411;484;518;495;408;250;193;161;166;302;1;spira;42;2605;21400;VIA EMILIA PONENTE;8744;8738;4000/343434;A;14;E;260;112.980.846.229.246;445.085.832.490.053;44.5085832490053, 11.2980846229246;458;Giovedì
2161;08/02/2024;2.29 2.28 4 1;29;9;14;12;17;22;64;325;460;267;232;226;257;209;216;234;341;330;302;244;169;102;65;72;299;1;spira;39;6850;21400;VIA EMILIA PONENTE;8803;14448;4000/343434;A;15;O;70;113.038.646.411.057;445.074.293.579.262;44.5074293579262, 11.3038646411057;461;Giovedì
2163;08/02/2024;2.30 0.127 6 1;170;63;54;34;77;167;709;1834;2018;1551;1239;1268;1291;1267;1242;1274;1497;1754;1527;1326;876;506;386;317;187;1;spira;579;9147;47900;VIA PRATI DI CAPRARA;13344;16937;4000/343434;A;16;N;341;113.095.630.279.905;445.058.710.102.678;44.5058710102678, 11.3095630279905;467;Giovedì
2164;08/02/2024;2.30 2.29 4 1;46;19;8;12;14;39;86;138;242;213;245;246;250;229;237;216;284;274;311;269;211;104;88;90;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Giovedì
2165;08/02/2024;2.30 2.30 6 1;99;44;27;26;62;138;561;1149;1073;1000;765;803;810;782;832;871;1069;1126;1073;826;561;354;275;221;296;1;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;469;Giovedì
2167;08/02/2024;2.31 2.82 2 1;27;9;3;4;4;28;61;203;220;225;203;261;212;222;259;262;195;286;317;242;173;59;40;50;204;1;spira;597;2642;36250;VIA MARZABOTTO;8785;4566;4000/343434;A;42;S;155;11.311.120.157.605;445.008.565.366.089;44.5008565366089, 11.311120157605;474;Giovedì
2169;08/02/2024;2.33 0.127 2 1;72;36;9;6;9;22;67;262;367;279;224;272;271;262;280;358;355;449;471;361;260;142;111;91;290;1;spira;30;2729;62250;VIA VITTORIO VENETO;8839;8814;4000/343434;A;19;SO;155;113.215.190.419.811;445.010.742.719.742;44.5010742719742, 11.3215190419811;476;Giovedì
2170;08/02/2024;2.33 0.127 6 1;63;17;10;2;17;23;119;466;606;402;278;256;278;241;282;292;339;385;383;319;234;128;88;100;194;1;spira;587;7235;34000;VIA INNOCENZO MALVASIA;8839;14721;4000/343434;A;19;N;338;113.218.017.649.932;445.013.661.662.167;44.5013661662167, 11.3218017649932;477;Giovedì
2171;08/02/2024;2.35 2.21 6 1;91;48;22;24;18;47;156;588;542;520;442;440;490;536;462;514;557;596;748;602;493;223;242;221;284;1;spira;24;8756;61550;VIALE GIOVANNI VICINI;16684;16686;4000/343434;A;21;S;194;113.268.760.258.863;44.498.954.845.287;44.498954845287, 11.3268760258863;483;Giovedì
2172;08/02/2024;2.40 2.21 8 1;208;86;33;23;55;180;523;1667;1872;1249;1161;1109;1043;1173;1231;1232;1434;1566;1666;1475;1057;520;436;371;659;1;spira;1083;391;52300;VIA SABOTINO;15767;4727;4000/343434;A;393;E;269;113.237.550.845.001;444.970.385.266.486;44.4970385266486, 11.3237550845001;495;Giovedì
2174;08/02/2024;2.82 2.19 8 1;31;7;2;1;1;12;49;226;272;153;133;160;112;128;144;160;187;225;230;161;117;65;48;48;172;1;spira;563;2748;44650;VIA PASUBIO;4565;4701;4000/343434;A;24;E;248;11.316.433.339.438;444.989.091.324.745;44.4989091324745, 11.316433339438;509;Giovedì
2315;09/02/2024;0.127 2.9 6 1;10;7;2;2;2;2;8;71;89;71;49;66;67;61;71;64;96;103;117;94;74;47;25;33;162;1;spira;549;3776;60200;VIA LUIGI VALERIANI;13075;4621;4000/343434;A;299;N;342;113.195.970.141.409;444.951.731.390.054;44.4951731390054, 11.3195970141409;99;Venerdì
2316;09/02/2024;0.127 2.9 8 1;122;45;33;20;39;74;229;685;793;567;468;613;609;592;578;638;698;768;743;702;525;346;311;349;165;1;spira;552;338;18000;VIA ANDREA COSTA;4691;4678;4000/343434;A;298;E;280;113.181.693.906.392;444.952.144.648.198;44.4952144648198, 11.3181693906392;100;Venerdì
2322;09/02/2024;0.127 2.20 2 1;100;45;10;5;20;34;73;368;434;364;371;382;433;406;476;453;544;547;516;490;309;172;145;187;178;1;spira;570;7243;62250;VIA VITTORIO VENETO;14727;4677;4000/343434;A;23;S;156;113.190.584.470.408;444.973.300.969.747;44.4973300969747, 11.3190584470408;40;Venerdì
2331;09/02/2024;0.127 2.73 6 1;53;31;11;9;14;32;63;267;287;251;207;248;245;196;219;260;265;269;237;244;263;100;90;182;202;1;spira;595;236;4450;VIA IRMA BANDIERA;15417;4598;4000/343434;A;41;N;338;113.124.430.502.643;444.916.097.902.182;44.4916097902182, 11.3124430502643;81;Venerdì
2447;09/02/2024;2.19 2.19 2 1;35;17;16;5;12;28;44;307;476;259;220;245;259;254;265;283;373;375;372;288;179;79;65;95;360;1;spira;108;357;57650;VIA DEL TIMAVO;4701;4680;4000/343434;A;24;S;160;113.167.288.638.096;44.498.596.866.165;44.498596866165, 11.3167288638096;424;Venerdì
2448;09/02/2024;2.19 2.19 7 1;52;18;7;4;17;52;238;771;819;644;462;457;510;568;581;574;672;783;775;702;500;239;266;274;789;1;spira;1133;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;1.131.326.041.783;444.978.561.467.662;44.4978561467662, 11.31326041783;427;Venerdì
2449;09/02/2024;2.19 2.32 6 1;21;13;8;6;4;8;35;139;204;153;117;117;149;127;121;120;160;181;183;160;115;75;51;55;358;1;spira;106;2699;57650;VIA DEL TIMAVO;4701;8812;4000/343434;A;24;N;338;113.170.094.340.646;444.988.944.328.703;44.4988944328703, 11.3170094340646;430;Venerdì
2451;09/02/2024;2.21 2.35 8 1;297;154;76;57;105;205;542;1999;2548;2000;1728;1658;1679;1711;1808;1735;1920;2001;2014;1879;1453;794;737;849;353;1;spira;100;7573;61550;VIALE GIOVANNI VICINI;16680;15305;4000/343434;A;22;N;14;113.276.196.333.253;444.972.874.200.715;44.4972874200715, 11.3276196333253;443;Venerdì
2463;09/02/2024;2.40 2.21 8 1;188;91;30;29;77;165;539;1697;1856;1426;1206;1103;1191;1217;1320;1256;1410;1578;1657;1487;1282;616;718;811;659;1;spira;1083;391;52300;VIA SABOTINO;15767;4727;4000/343434;A;393;E;269;113.237.550.845.001;444.970.385.266.486;44.4970385266486, 11.3237550845001;495;Venerdì
2606;10/02/2024;0.127 2.10 8 1;30;26;21;4;7;7;18;63;74;92;89;111;116;76;65;59;67;79;84;120;133;50;25;50;166;1;spira;553;954;51000;VIA FRANCESCO RONCATI;6039;6028;4000/343434;A;338;E;287;113.282.993.665.462;444.937.079.783.006;44.4937079783006, 11.3282993665462;26;Sabato
2607;10/02/2024;0.127 2.10 10 1;47;28;22;14;6;6;15;75;128;131;151;180;197;203;128;141;140;134;150;196;141;70;38;69;917;2;spira;1097;8745;44950;VIALE CARLO PEPOLI;16675;16677;4000/343434;A;338;;14;113.287.720.902.502;444.937.218.654.403;44.4937218654403, 11.3287720902502;27;Sabato
2616;10/02/2024;0.127 2.33 6 1;88;40;18;9;20;26;59;138;185;238;341;301;323;267;222;246;216;261;235;263;212;120;101;108;195;1;spira;588;2729;62250;VIA VITTORIO VENETO;8814;8839;4000/343434;A;19;N;336;113.215.733.072.765;445.009.942.351.004;44.5009942351004, 11.3215733072765;60;Sabato
2619;10/02/2024;0.127 2.73 6 1;98;62;40;22;17;18;45;119;186;224;283;299;295;200;200;216;230;224;211;230;239;136;93;223;202;1;spira;595;236;4450;VIA IRMA BANDIERA;15417;4598;4000/343434;A;41;N;338;113.124.430.502.643;444.916.097.902.182;44.4916097902182, 11.3124430502643;81;Sabato
2706;10/02/2024;2.2 2.2 8 1;196;128;96;31;41;58;102;332;459;567;703;679;705;576;467;574;564;626;667;604;538;314;235;330;791;1;spira;1136;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;347;113.022.424.841.515;444.920.804.779.848;44.4920804779848, 11.3022424841515;434;Sabato
2712;10/02/2024;2.10 2.21 6 1;297;192;119;94;56;80;131;436;612;692;889;859;938;906;650;745;729;708;690;758;694;473;304;381;14;1;spira;95;7563;61550;VIALE GIOVANNI VICINI;16678;16693;4000/343434;A;338;NO;10;113.283.987.885.526;44.494.907.669.431;44.494907669431, 11.3283987885526;401;Sabato
2718;10/02/2024;2.18 2.19 8 1;772;467;205;125;138;245;353;995;1040;1424;1621;1753;2049;1462;1376;1541;1500;1573;1646;1729;1485;759;668;636;96;1;spira;77;4219;25430;VIALE M. KARAMCHAND GANDHI;4568;16850;4000/343434;A;25;E;250;113.103.750.297.562;444.985.943.485.971;44.4985943485971, 11.3103750297562;419;Sabato
2723;10/02/2024;2.30 0.127 2 1;854;670;409;248;212;219;317;675;1043;1221;1602;1805;1907;1683;1477;1521;1579;1559;1576;1586;1258;766;705;809;188;1;spira;580;6122;45190;VIALE SANDRO PERTINI;13345;13882;4000/343434;A;16;S;157;11.309.082.303.102;445.053.154.347.885;44.5053154347885, 11.309082303102;466;Sabato
2724;10/02/2024;2.30 2.29 4 1;86;46;41;23;31;39;47;91;166;185;247;281;279;227;219;219;234;208;220;205;169;112;86;80;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Sabato
2727;10/02/2024;2.33 0.127 2 1;116;62;47;30;28;25;36;116;174;182;236;276;367;323;212;242;215;225;255;272;202;136;110;110;290;1;spira;30;2729;62250;VIA VITTORIO VENETO;8839;8814;4000/343434;A;19;SO;155;113.215.190.419.811;445.010.742.719.742;44.5010742719742, 11.3215190419811;476;Sabato
2875;11/02/2024;0.127 2.18 8 1;517;319;232;137;117;99;177;295;552;924;1180;1429;1585;1489;1352;1344;1611;1590;1520;1195;904;614;455;306;95;1;spira;75;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;E;250;113.086.826.273.458;444.990.522.268.361;44.4990522268361, 11.3086826273458;34;Domenica
2881;11/02/2024;0.127 2.30 2 1;294;164;121;73;73;49;107;151;248;444;571;753;816;908;650;631;599;708;732;647;536;431;263;191;294;1;spira;34;9183;47900;VIA PRATI DI CAPRARA;16946;13345;4000/343434;A;16;S;161;113.094.463.610.492;445.059.291.474.411;44.5059291474411, 11.3094463610492;52;Domenica
2976;11/02/2024;1.11 2.10 4 1;42;19;20;20;12;19;19;23;26;25;38;44;47;70;77;70;44;58;51;61;63;28;35;35;787;1;spira;1131;939;30450;VIA S.ISAIA;13554;41;4000/343434;A;322;;63;113.357.757.807.336;444.932.825.534.639;44.4932825534639, 11.3357757807336;349;Domenica
2983;11/02/2024;2.2 2.2 8 1;311;177;156;67;29;35;44;119;220;392;502;558;621;377;282;232;238;257;518;426;342;266;183;144;791;1;spira;1136;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;347;113.022.424.841.515;444.920.804.779.848;44.4920804779848, 11.3022424841515;434;Domenica
2991;11/02/2024;2.18 0.127 4 1;351;262;167;123;82;67;65;144;256;507;700;892;937;779;811;782;851;1344;739;564;723;407;281;250;171;1;spira;562;2633;25430;VIALE M. KARAMCHAND GANDHI;4568;8763;4000/343434;A;25;O;70;113.087.294.098.062;444.991.747.026.869;44.4991747026869, 11.3087294098062;418;Domenica
2992;11/02/2024;2.18 2.82 6 1;22;9;11;11;2;4;6;14;33;66;94;80;85;147;119;57;47;190;71;45;54;36;20;17;169;1;spira;560;4563;36250;VIA MARZABOTTO;4568;8778;4000/343434;A;25;N;329;113.101.650.805.774;44.499.278.975.506;44.499278975506, 11.3101650805774;420;Domenica
2999;11/02/2024;2.28 2.29 8 1;157;83;78;54;71;55;108;83;187;259;312;356;384;310;319;258;349;424;524;322;249;166;152;137;302;1;spira;42;2605;21400;VIA EMILIA PONENTE;8744;8738;4000/343434;A;14;E;260;112.980.846.229.246;445.085.832.490.053;44.5085832490053, 11.2980846229246;458;Domenica
3000;11/02/2024;2.30 0.127 2 1;789;506;333;255;189;132;206;287;558;901;1108;1416;1575;1683;1424;1333;1356;1598;1511;1331;1312;902;650;578;188;1;spira;580;6122;45190;VIALE SANDRO PERTINI;13345;13882;4000/343434;A;16;S;157;11.309.082.303.102;445.053.154.347.885;44.5053154347885, 11.309082303102;466;Domenica
3005;11/02/2024;2.82 2.19 8 1;30;20;13;15;3;6;10;24;25;51;56;93;115;178;151;89;83;232;103;88;119;45;33;36;172;1;spira;563;2748;44650;VIA PASUBIO;4565;4701;4000/343434;A;24;E;248;11.316.433.339.438;444.989.091.324.745;44.4989091324745, 11.316433339438;509;Domenica
3281;12/02/2024;2.31 2.30 4 1;124;67;39;27;48;98;299;697;960;807;763;740;819;823;857;779;804;821;834;812;561;336;275;311;293;1;spira;33;2681;21400;VIA EMILIA PONENTE;8776;8780;4000/343434;A;300;O;66;113.133.986.552.922;445.041.992.237.176;44.5041992237176, 11.3133986552922;472;Lunedì
